"numbers","solutions","solvable","amt","solved_rate","mean_time","std_time"
"[3,4,7,9]","['(9-7)×4×3','9×3+4-7','(7+4)×3-9','(7-4)×9-3']",true,7.97,0.934,8.42,3.67
"[3,4,7,10]","['10+7+4+3','(10+3-7)×4','(10-4)×(7-3)']",true,8.45,0.9329999999999999,8.73,3.49
"[3,4,7,11]","['(11+7)×4/3','(11-3)×(7-4)','(11+4-7)×3']",true,9.49,0.868,9.31,4.63
"[3,4,7,12]","['7×3+12/4','12×7/3-4','7×4-12/3','12×7/4+3']",true,15.14,0.831,14.51,6.45
"[3,4,8,9]","['9+8+4+3','(4×3-9)×8','(9+3)×8/4','(9-3)×(8-4)']",true,12.51,0.8809999999999999,12.57,5.16
"[3,4,8,10]","['(10-4-3)×8','(10-8)×4×3','(10+8)×4/3','(10-8/4)×3']",true,7.4,0.935,7.76,3.21
"[3,4,8,11]","['(11+3-8)×4','8×4+3-11','(11-3)×4-8','8/(4-11/3)']",true,10.32,0.8690000000000001,10.25,5.02
"[3,4,8,12]","['12×4/3+8','12×4-8×3','12×3-8-4','(8+4)×3-12','(12+4-8)×3','(8-4)×3+12']",true,11.71,0.875,11.59,5.58
"[3,4,8,13]","['(13-4)×8/3','8/(13/3-4)']",true,18.99,0.6990000000000001,14.33,8.2
"[3,4,9,9]","['(9+9)×4/3','9×4-9-3','(9-9/3)×4','(9-4)×3+9']",true,12.83,0.845,12.48,5.23
"[3,4,9,11]","['(11-9)×4×3','(11×9-3)/4']",true,8.3,0.897,8.55,4.06
"[3,4,9,12]","['(9-4-3)×12','9×4/3+12','9×3-12/4','(12+3-9)×4','(12-4)×9/3','12×9/4-3','(3-4/12)×9']",true,7.7,0.945,8.18,3.19
"[3,4,9,13]","['(13+4-9)×3']",true,10.96,0.792,9.82,5.58
"[3,4,10,10]","['10×3+4-10']",true,15.18,0.755,13.27,6.28
"[3,4,10,12]","['(12-10)×4×3','(4×3-10)×12','(10-4)×12/3','(10-12/3)×4','12/(3-10/4)']",true,8.14,0.927,8.51,3.56
"[3,4,10,13]","['13+10+4-3','(13+3-10)×4','10×4-13-3']",true,6.82,0.966,7.28,2.83
"[3,4,11,12]","['12+11+4-3','(11-3)×12/4','(11-12/4)×3']",true,7.12,0.953,7.79,3.41
"[3,4,11,13]","['(13-11)×4×3','(13+11)×(4-3)','11×3+4-13','13×3-11-4']",true,5.93,0.966,6.42,2.38
"[3,4,12,12]","['(12+12)×(4-3)','(12-3)×4-12']",true,6.06,0.948,6.55,2.47
"[3,4,12,13]","['13+12+3-4']",true,7.95,0.9329999999999999,8.59,3.78
"[3,5,5,6]","['(5+5)×3-6','(5/5+3)×6']",true,7.18,0.892,7.48,3.3
"[3,5,5,7]","['(7+5)×(5-3)','(5/5+7)×3']",true,7.63,0.9009999999999999,7.86,3.17
"[3,5,5,8]","['(5+3)×(8-5)','8×3+5-5']",true,5.58,0.971,5.96,2.06
"[3,5,5,9]","['(9-5/5)×3','(9/5+3)×5']",true,9.48,0.833,9.06,4.16
"[3,5,5,11]","['11+5+5+3']",true,14.51,0.7979999999999999,13.41,5.63
"[3,5,5,12]","['(3-5/5)×12']",true,7.43,0.889,7.77,3.45
"[3,5,6,6]","['(6+3-5)×6','(6+6)×(5-3)']",true,8.25,0.9209999999999999,8.79,3.63
"[3,5,6,7]","['(7+5)×6/3','(7+6-5)×3']",true,9.17,0.8959999999999999,9.23,3.89
"[3,5,6,8]","['8×6/(5-3)','(5-6/3)×8','(6-5)×8×3']",true,7.43,0.938,7.96,3.23
"[3,5,6,9]","['(5+3)×(9-6)','(5-3)×9+6','(6-3)×5+9','6×5+3-9','(9-3)×5-6','(6+5)×3-9','(9+5-6)×3']",true,9.07,0.9279999999999999,9.51,3.76
"[3,5,6,10]","['10+6+5+3','(10/5+6)×3']",true,12.15,0.858,11.87,5.63
"[3,5,6,11]","['(5×3-11)×6','6×3+11-5','(11-5)×3+6']",true,13.09,0.825,12.41,6.81
"[3,5,6,12]","['(5+3-6)×12','(12-5-3)×6','(5-3)×6+12']",true,7.67,0.934,8.19,3.29
"[3,5,6,13]","['(13-5)×(6-3)']",true,13.62,0.76,11.75,5.82
"[3,5,7,8]","['7×3+8-5','7×5-8-3','(8-5)×7+3']",true,13.46,0.855,13.17,6.08
"[3,5,7,9]","['9+7+5+3','9×5-7×3','(5-7/3)×9','(9+3)×(7-5)']",true,11.95,0.86,11.7,4.99
"[3,5,7,10]","['(5+3)×(10-7)','(5-3)×7+10','(10+5-7)×3']",true,11.37,0.846,11.02,5.28
"[3,5,7,11]","['(11-5)×(7-3)','(11×7-5)/3']",true,22.99,0.638,15.2,8.39
"[3,5,7,12]","['(7+3)×12/5','12×3-7-5','(7+5)×3-12']",true,18.49,0.7120000000000001,14.74,8.13
"[3,5,7,13]","['(13×5+7)/3']",true,127.36,0.23600000000000002,41.1,22.81
"[3,5,8,8]","['8+8+5+3','(5-3)×8+8']",true,8.26,0.9229999999999999,8.73,3.95
"[3,5,8,9]","['9×3+5-8','(8-5)×9-3']",true,18.21,0.757,16.23,7.71
"[3,5,8,11]","['(5+3)×(11-8)','(11-5-3)×8','(11-3)×(8-5)','(11+5-8)×3']",true,7.96,0.894,8.22,3.51
"[3,5,8,12]","['(5×3-12)×8','(12+3)×8/5']",true,63.09,0.387,28.51,13.81
"[3,5,8,13]","['8×5-13-3']",true,52.88,0.426,31.55,14.74
"[3,5,9,9]","['9×5/3+9','(9-3)×(9-5)']",true,14.54,0.789,13.34,6.3
"[3,5,9,10]","['(9+3)×10/5','(10-5)×3+9']",true,20.4,0.68,15.17,8.07
"[3,5,9,12]","['(5+3)×(12-9)','(5-9/3)×12','(12+5-9)×3','(9-5)×3+12']",true,9.09,0.9,9.37,4.08
"[3,5,9,13]","['13+9+5-3','(13-5)×9/3','(13×9+3)/5']",true,9.91,0.914,10.25,4.2
"[3,5,10,10]","['(10-10/5)×3']",true,27.46,0.54,13.48,7.51
"[3,5,10,11]","['10×3+5-11','(10-3)×5-11']",true,21.23,0.69,16.38,8.53
"[3,5,10,12]","['(10-5-3)×12','12+10+5-3']",true,7.54,0.948,8.1,3.18
"[3,5,10,13]","['(5+3)×(13-10)','13×3-10-5','(13+5-10)×3']",true,12,0.825,11.24,5.48
"[3,5,11,11]","['11+11+5-3']",true,6.58,0.9470000000000001,7.12,2.99
"[3,5,11,12]","['(11-5)×12/3']",true,13.15,0.797,11.72,5.84
"[3,5,12,12]","['12×5-12×3','(12×5+12)/3']",true,14.55,0.68,9.98,5.98
"[3,5,12,13]","['(5×3-13)×12','(13-3)×12/5']",true,18.8,0.6829999999999999,14.78,6.64
"[3,5,13,13]","['13+13+3-5']",true,7.36,0.941,7.83,3.12
"[3,6,6,6]","['(6-3)×6+6','(6+6)×6/3','(6-6/3)×6','(6/6+3)×6']",true,7.4,0.945,7.88,3.26
"[3,6,6,7]","['7×6-6×3','(7+3-6)×6','(6/6+7)×3']",true,6.71,0.937,7.18,2.71
"[3,6,6,8]","['8×3+6-6','(8-3)×6-6']",true,5.95,0.971,6.37,2.25
"[3,6,6,9]","['9+6+6+3','9×6/3+6','6×6-9-3','(9-6/6)×3']",true,7.87,0.963,8.38,3.06
"[3,6,6,10]","['(6-3)×10-6']",true,40.65,0.501,19.28,11.18
"[3,6,6,11]","['(11×6+6)/3']",true,114.68,0.273,26.72,16.9
"[3,6,6,12]","['6×3+12-6','12×6/(6-3)','6×6/3+12','12×3-6-6','(6+6)×3-12','(3-6/6)×12','(12-6)×3+6','(12/6+6)×3']",true,7.09,0.956,7.77,2.97
"[3,6,6,13]","['(13-6-3)×6','(13×6-6)/3']",true,15.47,0.727,12.46,6.72
"[3,6,7,7]","['(7+7-6)×3','(7/7+3)×6']",true,5.96,0.935,6.35,2.43
"[3,6,7,8]","['8+7+6+3','(8+3-7)×6','(7-6)×8×3']",true,6.4,0.9790000000000001,6.82,2.31
"[3,6,7,9]","['7×3+9-6','(7-9/3)×6','(9+6-7)×3','(9-6)×7+3']",true,8.01,0.9329999999999999,8.5,3.58
"[3,6,7,10]","['7×6/3+10']",true,33.87,0.575,22.71,10.92
"[3,6,7,12]","['(6+3-7)×12','(12-6)×(7-3)']",true,8.71,0.902,8.99,3.88
"[3,6,7,13]","['6×3+13-7','(13-7)×3+6']",true,11.65,0.8240000000000001,10.94,6.02
"[3,6,8,8]","['8×6/3+8','8×6-8×3','(8/8+3)×6']",true,7.44,0.927,7.77,2.97
"[3,6,8,9]","['9×8/(6-3)','(9+3-8)×6','(9+3)×(8-6)','(6-9/3)×8']",true,8.53,0.937,8.92,3.19
"[3,6,8,10]","['(10+6-8)×3']",true,18.92,0.659,12.53,7.2
"[3,6,8,12]","['(12-6-3)×8','(8-12/3)×6']",true,15.52,0.802,14.12,6.22
"[3,6,8,13]","['13+8+6-3']",true,15.3,0.8170000000000001,14.74,6.46
"[3,6,9,9]","['9×3+6-9','(9-6)×9-3','(9/9+3)×6']",true,7.08,0.94,7.65,3.29
"[3,6,9,10]","['(10+3-9)×6','(9-3)×(10-6)','10×9/3-6','9×6-10×3','(6-10/3)×9']",true,8.3,0.925,8.68,3.65
"[3,6,9,11]","['(6-3)×11-9','(11-3)×(9-6)','(11+6-9)×3','(11-6)×3+9']",true,10.36,0.868,10.18,4.84
"[3,6,9,12]","['12×6×3/9','12+9+6-3','(9+3)×12/6','(9-3)×6-12']",true,10.53,0.929,10.96,4.24
"[3,6,9,13]","['6/3+13+9','(13+3)×9/6','13×3-9-6']",true,21.26,0.6970000000000001,17.59,7.87
"[3,6,10,10]","['(3-6/10)×10','(10/10+3)×6']",true,8.01,0.855,8,3.76
"[3,6,10,11]","['11+10+6-3','(11+3-10)×6']",true,6.46,0.96,7.13,2.9
"[3,6,10,12]","['6/3+12+10','10×3+6-12','10×6-12×3','(10×6+12)/3','(12+6-10)×3','(10-6)×3+12','(10-12/6)×3']",true,7.68,0.9309999999999999,8.24,3.53
"[3,6,11,11]","['6/3+11+11','(11/11+3)×6']",true,5.74,0.946,6.04,2.08
"[3,6,11,12]","['(11-6-3)×12','(12+3-11)×6']",true,7.4,0.9329999999999999,7.82,3.18
"[3,6,11,13]","['(13+6-11)×3']",true,15.61,0.727,11.85,7.01
"[3,6,12,12]","['(6-3)×12-12','(12-6)×12/3','(6-12/3)×12','(12/12+3)×6']",true,7.8,0.9309999999999999,8.36,3.55
"[3,6,12,13]","['(13+3-12)×6']",true,9.27,0.865,9.18,4.46
"[3,6,13,13]","['13+13-6/3','(13/13+3)×6']",true,5.92,0.945,6.18,1.99
"[3,7,7,7]","['7+7+7+3','(7/7+7)×3']",true,5.75,0.977,6.09,2.04
"[3,7,7,8]","['8×3+7-7']",true,5.16,0.9670000000000001,5.53,1.92
"[3,7,7,9]","['(9-7/7)×3']",true,7.24,0.868,7.32,3.01
"[3,7,7,10]","['7×3+10-7','(10-7)×7+3']",true,9.43,0.894,9.74,4.31
"[3,7,7,12]","['(3-7/7)×12']",true,6.63,0.902,6.81,2.61
"[3,7,7,13]","['13+7+7-3','(13-7)×(7-3)']",true,8.74,0.9359999999999999,9.06,3.18
"[3,7,8,8]","['(7-3)×8-8','(8-7)×8×3','(8/8+7)×3']",true,5.64,0.963,6.03,2.05
"[3,7,8,9]","['(9+7-8)×3']",true,9.33,0.873,9.34,3.93
"[3,7,8,11]","['7×3+11-8','(8-3)×7-11','(11-8)×7+3']",true,11.93,0.8340000000000001,11.56,5.96
"[3,7,8,12]","['(7+3-8)×12','12+8+7-3','12×8/(7-3)','(7-12/3)×8']",true,8.24,0.951,8.77,3.27
"[3,7,8,13]","['(13-7-3)×8','13×3-8-7']",true,10.01,0.8440000000000001,9.93,5.13
"[3,7,9,9]","['(9+3)×(9-7)','(9×7+9)/3','(9/9+7)×3']",true,6.52,0.91,6.96,2.86
"[3,7,9,10]","['9×3+7-10','(10+7-9)×3','(10-7)×9-3']",true,7.68,0.92,8.25,3.53
"[3,7,9,11]","['11+9+7-3','(9-3)×(11-7)']",true,11.71,0.884,11.91,4.89
"[3,7,9,12]","['7×3+12-9','(7-3)×9-12','(12-7)×3+9','(12-9)×7+3']",true,12.14,0.857,11.99,5.73
"[3,7,9,13]","['9×7-13×3','(7-13/3)×9']",true,111.27,0.26,40.42,22.14
"[3,7,10,10]","['10+10+7-3','(10/10+7)×3']",true,6,0.973,6.41,2.23
"[3,7,10,11]","['(11-3)×(10-7)','(11+7-10)×3']",true,8.1,0.9059999999999999,8.36,3.42
"[3,7,10,13]","['7×3+13-10','10×3+7-13','(13-10)×7+3']",true,9.03,0.883,9.54,4.81
"[3,7,11,11]","['(11/11+7)×3']",true,6.71,0.878,6.94,3.15
"[3,7,11,12]","['(11+3)×12/7','(12+7-11)×3','(11-7)×3+12']",true,7.34,0.907,7.82,3.51
"[3,7,12,12]","['(12-7-3)×12','(12×7-12)/3','(12/12+7)×3']",true,8.05,0.912,8.44,3.54
"[3,7,12,13]","['(13-7)×12/3','12/3+13+7','(13+7-12)×3']",true,7.19,0.9390000000000001,7.68,3.11
"[3,7,13,13]","['(13/13+7)×3']",true,6.67,0.875,6.79,2.79
"[3,8,8,8]","['8×3+8-8','(8×8+8)/3']",true,5.76,0.976,6.13,2.15
"[3,8,8,9]","['(9-8)×8×3','(9-8/8)×3']",true,6.94,0.958,7.29,2.55
"[3,8,8,10]","['(10×8-8)/3']",true,93.37,0.292,27.55,17.63
"[3,8,8,11]","['11+8+8-3']",true,9.77,0.9009999999999999,9.98,4.55
"[3,8,8,12]","['12×8/3-8','(3-8/8)×12']",true,7.27,0.9159999999999999,7.74,3.15
"[3,8,9,9]","['8×3+9-9']",true,5.43,0.9690000000000001,5.79,1.95
"[3,8,9,10]","['(10-9)×8×3','10+9+8-3','(9+3)×(10-8)']",true,6.71,0.963,7.06,2.54
"[3,8,9,11]","['9×3+8-11','(11-8)×9-3']",true,14.32,0.797,13.13,7.09
"[3,8,9,12]","['(8+3-9)×12','(9-3)×(12-8)']",true,9.71,0.902,10.13,4.56
"[3,8,9,13]","['9/3+13+8','(13-8)×3+9']",true,18.43,0.741,15.96,7.47
"[3,8,10,10]","['8×3+10-10']",true,5.42,0.956,5.86,2.22
"[3,8,10,11]","['(11-10)×8×3']",true,5.95,0.946,6.33,2.37
"[3,8,10,12]","['12×10/(8-3)']",true,35.54,0.54,21.25,11.09
"[3,8,11,11]","['8×3+11-11','(11-3)×(11-8)']",true,5.38,0.963,5.74,2.05
"[3,8,11,12]","['(12-11)×8×3']",true,6.18,0.9420000000000001,6.7,2.72
"[3,8,12,12]","['8×3+12-12','12/3+12+8','(12-8)×3+12']",true,6.09,0.9670000000000001,6.54,2.47
"[3,8,12,13]","['(13-8-3)×12','(13-12)×8×3','(13+3)×12/8']",true,5.85,0.961,6.22,2.19
"[3,8,13,13]","['8×3+13-13']",true,5.35,0.9520000000000001,5.75,2.09
"[3,9,9,9]","['9+9+9-3','(9×9-9)/3','(9-9/9)×3']",true,6.12,0.976,6.56,2.19
"[3,9,9,10]","['(9+9-10)×3']",true,8.94,0.866,8.92,3.88
"[3,9,9,11]","['(9+3)×(11-9)','11×9/3-9']",true,18.75,0.698,14.37,7.84
"[3,9,9,12]","['9×3+9-12','9/3+12+9','(3-9/9)×12','(12-9)×9-3']",true,6.57,0.9520000000000001,7.02,2.65
"[3,9,9,13]","['(9-3)×(13-9)']",true,17.18,0.675,12.58,6.35
"[3,9,10,10]","['(9-10/10)×3']",true,7.96,0.8490000000000001,7.87,3.54
"[3,9,10,11]","['9/3+11+10','(10+9-11)×3']",true,7.29,0.93,7.68,2.95
"[3,9,10,12]","['(9+3)×(12-10)','(9+3-10)×12']",true,9.19,0.902,9.4,3.74
"[3,9,10,13]","['9×3+10-13','(13-10)×9-3']",true,11.44,0.8270000000000001,11.44,6.64
"[3,9,11,11]","['(3-9/11)×11','(9-11/11)×3']",true,7.55,0.855,7.71,3.43
"[3,9,11,12]","['(11-3)×(12-9)','12/3+11+9','(11+9-12)×3']",true,9.53,0.903,10.02,4.53
"[3,9,11,13]","['(9+3)×(13-11)']",true,27.84,0.5710000000000001,14.52,8.75
"[3,9,12,12]","['12×12/(9-3)','12×9/3-12','(9-12/12)×3']",true,7.85,0.909,8.4,3.61
"[3,9,12,13]","['(12+9-13)×3','(13-9)×3+12']",true,8.15,0.8959999999999999,8.63,4.01
"[3,9,13,13]","['(9-13/13)×3']",true,7.59,0.8640000000000001,7.74,3.37
"[3,10,10,12]","['12/3+10+10','(10+10-12)×3','(3-10/10)×12']",true,6.6,0.945,6.98,2.37
"[3,10,11,12]","['(10+3-11)×12']",true,8.99,0.893,9.15,3.72
"[3,10,11,13]","['(11-3)×(13-10)','(11+10-13)×3']",true,17.14,0.71,13.86,6.6
"[3,11,11,12]","['(3-11/11)×12']",true,6.29,0.915,6.53,2.23
"[3,11,12,12]","['(11+3-12)×12']",true,8.65,0.9109999999999999,9.02,3.46
"[3,12,12,12]","['(3-12/12)×12']",true,7.95,0.912,8.29,3.44
"[3,12,12,13]","['(12+3-13)×12']",true,8.07,0.925,8.47,3.32
"[3,12,13,13]","['(3-13/13)×12']",true,6.46,0.9129999999999999,6.67,2.33
"[4,4,4,4]","['4×4+4+4']",true,6.64,0.9790000000000001,7.21,2.97
"[4,4,4,5]","['(4/4+5)×4']",true,8.03,0.85,8.05,3.95
"[4,4,4,6]","['6×4+4-4']",true,5.27,0.982,5.66,1.95
"[4,4,4,7]","['(4+4)×(7-4)','(7-4/4)×4']",true,7.55,0.914,7.94,3.42
"[4,4,4,8]","['8×4-4-4','(4+4)×4-8','(4-4/4)×8','(8/4+4)×4']",true,6.89,0.963,7.49,2.9
"[4,4,4,9]","['(9-4)×4+4']",true,8.61,0.8809999999999999,8.62,4.06
"[4,4,4,10]","['10×4-4×4','(4×4-10)×4']",true,15.27,0.765,13.03,6.5
"[4,4,4,11]","['(11-4)×4-4']",true,8.69,0.863,8.87,4.6
"[4,4,4,12]","['12+4+4+4','(4+4)×12/4','4×4+12-4']",true,7.04,0.965,7.49,2.91
"[4,4,5,5]","['5×5-4/4','(5+5-4)×4','(4/5+4)×5']",true,6.75,0.9329999999999999,7.25,2.65
"[4,4,5,6]","['(5-4/4)×6','(5-4)×6×4']",true,6.3,0.958,6.62,2.25
"[4,4,5,7]","['(7+4-5)×4']",true,9.96,0.852,9.63,4.6
"[4,4,5,8]","['(4+4)×(8-5)','(4+4-5)×8','8×5-4×4','5×4+8-4','(8-4)×5+4']",true,7.44,0.96,7.82,2.63
"[4,4,5,10]","['(10-5)×4+4','(10/5+4)×4']",true,9.34,0.8590000000000001,9.35,4.79
"[4,4,5,11]","['11+5+4+4','11×4-5×4']",true,11.59,0.852,11.38,4.8
"[4,4,5,12]","['(5+4)×4-12','(12-5)×4-4']",true,13.64,0.7909999999999999,12.1,6.42
"[4,4,5,13]","['4×4+13-5']",true,16.19,0.7240000000000001,12.52,7.38
"[4,4,6,8]","['(8+4-6)×4','(8+4)×(6-4)']",true,13.5,0.833,12.71,6.9
"[4,4,6,9]","['(4+4)×(9-6)','9×4×4/6']",true,12.94,0.768,11.01,5.86
"[4,4,6,10]","['10+6+4+4','(6-4)×10+4']",true,12.64,0.88,12.64,5.29
"[4,4,6,11]","['(11-6)×4+4']",true,8.94,0.8640000000000001,8.91,4.57
"[4,4,6,12]","['(4+4-6)×12','(12-4-4)×6','(4×4-12)×6','12×4-6×4','12×4/(6-4)','(12+4)×6/4','(12/6+4)×4']",true,8.22,0.9420000000000001,8.94,3.9
"[4,4,6,13]","['(13-6)×4-4']",true,10.37,0.826,9.8,5.25
"[4,4,7,7]","['(4-4/7)×7']",true,57.94,0.392,15.64,9.07
"[4,4,7,8]","['7×4+4-8','(8-4)×7-4']",true,12.93,0.8390000000000001,12.63,5.75
"[4,4,7,9]","['9+7+4+4','(9+4-7)×4']",true,7.71,0.935,8.13,3.48
"[4,4,7,10]","['(4+4)×(10-7)']",true,11.44,0.7490000000000001,9.34,4.67
"[4,4,7,12]","['(12-4)×(7-4)','(7-4)×4+12','(12-7)×4+4']",true,8.69,0.895,8.97,4.17
"[4,4,7,13]","['13×4-7×4']",true,31.7,0.536,15.61,9.66
"[4,4,8,8]","['8+8+4+4','(8+4)×8/4','(8-4)×4+8','(8-8/4)×4']",true,7.6,0.9590000000000001,8.21,3.21
"[4,4,8,9]","['9×4-8-4']",true,21.4,0.6970000000000001,17.26,8.52
"[4,4,8,10]","['(10+4-8)×4','(10-4)×(8-4)','10×8/4+4']",true,9.03,0.912,9.38,4.47
"[4,4,8,11]","['(4+4)×(11-8)','(11-4-4)×8']",true,8.56,0.8690000000000001,8.57,3.87
"[4,4,8,12]","['12×4×4/8','8×4+4-12','(4-8/4)×12','(12-4)×4-8']",true,11.2,0.92,11.87,5.22
"[4,4,8,13]","['(4×4-13)×8','(13-8)×4+4']",true,9.15,0.865,9.05,4.33
"[4,4,9,11]","['(11+4-9)×4']",true,9.09,0.8220000000000001,8.74,4.7
"[4,4,9,12]","['(4+4)×(12-9)','(9-12/4)×4']",true,11.53,0.782,10.45,4.91
"[4,4,10,10]","['(10×10-4)/4']",true,62.74,0.397,14.21,9.64
"[4,4,10,12]","['(10-4-4)×12','10×4-12-4','(12+4-10)×4']",true,8.34,0.9079999999999999,8.7,4
"[4,4,10,13]","['(4+4)×(13-10)','4/4+13+10']",true,6.37,0.9359999999999999,6.83,2.83
"[4,4,11,12]","['4/4+12+11']",true,5.81,0.92,6.13,2.4
"[4,4,11,13]","['13+11+4-4','(13+4-11)×4']",true,5.71,0.981,6.32,2.38
"[4,4,12,12]","['12+12+4-4','(12-4)×12/4']",true,5.5,0.987,5.95,2.04
"[4,4,12,13]","['13+12-4/4','(13-4)×4-12']",true,6.75,0.922,7.13,2.64
"[4,5,5,5]","['5×5+4-5','(5/5+5)×4']",true,6.05,0.976,6.61,2.43
"[4,5,5,6]","['6×4+5-5']",true,5.65,0.975,6.08,2.12
"[4,5,5,7]","['(7-5/5)×4']",true,9.75,0.826,9.27,4.37
"[4,5,5,8]","['(4-5/5)×8']",true,7.38,0.879,7.52,3
"[4,5,5,9]","['5×4+9-5','(9-5)×5+4']",true,9.04,0.915,9.42,3.93
"[4,5,5,10]","['10+5+5+4']",true,12.02,0.812,11.13,4.48
"[4,5,6,6]","['(6-5)×6×4','(6/6+5)×4']",true,6.5,0.9540000000000001,6.85,2.37
"[4,5,6,7]","['(7+5)×(6-4)','(7+5-6)×4']",true,8.81,0.897,9.2,3.97
"[4,5,6,8]","['(5+4-6)×8']",true,10.64,0.873,10.56,4.35
"[4,5,6,9]","['9+6+5+4']",true,18.8,0.757,16.88,7.22
"[4,5,6,10]","['5×4+10-6','6×5+4-10','(10-4)×5-6','(10-6)×5+4']",true,10.21,0.904,10.67,4.44
"[4,5,6,11]","['(11+5)×6/4']",true,64.1,0.381,20.05,11.42
"[4,5,6,12]","['(6+4)×12/5']",true,59.96,0.439,22.08,16.11
"[4,5,6,13]","['(13-5-4)×6']",true,11.9,0.782,10.49,5.18
"[4,5,7,7]","['7×5-7-4','(7/7+5)×4']",true,6.93,0.9109999999999999,7.53,3.6
"[4,5,7,8]","['8+7+5+4','(8+4)×(7-5)','(7+5)×8/4','(8+5-7)×4']",true,7.85,0.955,8.31,3.14
"[4,5,7,9]","['7×4+5-9','(7-4)×5+9','9×4-7-5','(9-5)×7-4']",true,10.47,0.87,10.71,5.18
"[4,5,7,10]","['(7-5)×10+4']",true,23.06,0.634,15.23,8.36
"[4,5,7,11]","['5×4+11-7','(11-7)×5+4']",true,9.8,0.871,9.97,5.04
"[4,5,7,12]","['(5+4-7)×12','12×4/(7-5)']",true,9.6,0.878,9.54,4.02
"[4,5,7,13]","['(13-5)×(7-4)','(13×7+5)/4']",true,16.58,0.722,13.01,6.56
"[4,5,8,8]","['(5-8/4)×8','(8/8+5)×4']",true,8.85,0.868,8.91,4.11
"[4,5,8,9]","['(9+5-8)×4','(9-5)×4+8']",true,8.12,0.894,8.53,4.16
"[4,5,8,10]","['(8+4)×10/5','(4-8/5)×10','(8-10/5)×4','(8/10+4)×5']",true,14.33,0.7559999999999999,11.89,6.13
"[4,5,8,11]","['(11-5)×(8-4)','(11+4)×8/5']",true,15.8,0.7290000000000001,12.56,7.24
"[4,5,8,12]","['(12-5-4)×8','5×4+12-8','8×5-12-4','(12-4)×(8-5)','(8-5)×4+12','(12-8)×5+4']",true,8.67,0.934,9.22,3.78
"[4,5,8,13]","['8×4+5-13','(13-5)×4-8']",true,13.51,0.779,11.91,6.17
"[4,5,9,9]","['(9/9+5)×4']",true,6.51,0.882,6.76,2.8
"[4,5,9,10]","['(10-4)×(9-5)','(10+5-9)×4']",true,8.25,0.905,8.59,3.68
"[4,5,9,12]","['12×5/4+9','12×5-9×4']",true,31.32,0.6,23.3,10.91
"[4,5,9,13]","['5×4+13-9','(13-9)×5+4']",true,9.01,0.893,9.68,4.99
"[4,5,10,10]","['10×10/5+4','(10/10+5)×4']",true,7.1,0.9129999999999999,7.49,3.25
"[4,5,10,11]","['10×4-11-5','(11+5-10)×4']",true,8.06,0.8809999999999999,8.5,4.35
"[4,5,10,12]","['12×5×4/10','(4-10/5)×12']",true,10.79,0.868,10.63,4.5
"[4,5,10,13]","['13+10+5-4']",true,9.3,0.914,9.81,4.45
"[4,5,11,11]","['(11-4)×5-11','(11/11+5)×4']",true,6.83,0.8740000000000001,7.33,3.71
"[4,5,11,12]","['(11-5-4)×12','12+11+5-4','(12+5-11)×4']",true,5.68,0.975,6.09,2.09
"[4,5,11,13]","['(13+11)×(5-4)']",true,7.28,0.9059999999999999,7.76,3.39
"[4,5,12,12]","['(12+12)×(5-4)','(5-12/4)×12','(12/12+5)×4']",true,5.24,0.971,5.61,1.78
"[4,5,12,13]","['13+12+4-5','(13-5)×12/4','(13+5-12)×4']",true,5.92,0.977,6.44,2.16
"[4,5,13,13]","['(13/13+5)×4']",true,6.58,0.8759999999999999,6.78,2.89
"[4,6,6,6]","['6×4+6-6','(6+6)×(6-4)']",true,5.6,0.985,5.99,2.03
"[4,6,6,7]","['(7-6)×6×4','(7-4)×6+6','(7-6/6)×4']",true,5.86,0.966,6.23,2.09
"[4,6,6,8]","['8+6+6+4','8×6-6×4','8×6/(6-4)','6×6-8-4','(6+6)×8/4','(6-8/4)×6','(4-6/6)×8']",true,7.15,0.9740000000000001,7.64,2.63
"[4,6,6,9]","['(6-4)×9+6','9×4-6-6','(9-4)×6-6']",true,10.61,0.879,10.93,5.48
"[4,6,6,10]","['(10+6)×6/4']",true,58.72,0.4,23.53,13.1
"[4,6,6,12]","['(6-4)×6+12','12×6/4+6']",true,12.19,0.86,11.97,6.04
"[4,6,7,7]","['7+7+6+4','6×4+7-7']",true,5.21,0.987,5.55,1.84
"[4,6,7,8]","['(6+4-7)×8','(8-7)×6×4']",true,6.57,0.9570000000000001,7.02,2.51
"[4,6,7,9]","['(9+7)×6/4']",true,59.92,0.42100000000000004,20.42,12.69
"[4,6,7,10]","['(6-4)×7+10','7×4+6-10','(7-4)×10-6','(10-6)×7-4']",true,10.32,0.8690000000000001,10.46,4.88
"[4,6,7,12]","['12×6/(7-4)','(7-12/4)×6']",true,12,0.813,11.54,5.69
"[4,6,8,8]","['6×4+8-8','(6-4)×8+8','(8+8)×6/4','(8+4)×(8-6)']",true,5.93,0.9690000000000001,6.38,2.28
"[4,6,8,9]","['(9-8)×6×4','9×8/4+6','(4-8/6)×9']",true,8.02,0.935,8.51,3.48
"[4,6,8,10]","['(8-6)×10+4','(10-6)×4+8']",true,16.17,0.762,13.36,7.95
"[4,6,8,12]","['(6+4-8)×12','8×6/4+12','(8+4)×12/6','(12-6)×(8-4)','12×4/(8-6)','(6-12/4)×8','(8-12/6)×4']",true,8.29,0.9420000000000001,8.94,3.55
